timestamp,price_per_kWh
2026-08-25 00:00:00-07:00,0.061270279999999996
2026-08-25 00:15:00-07:00,0.07426732
2026-08-25 00:30:00-07:00,0.05546254
2026-08-25 00:45:00-07:00,0.05311329
2026-08-25 01:00:00-07:00,0.06303028
2026-08-25 01:15:00-07:00,0.05587003
2026-08-25 01:30:00-07:00,0.0514617
2026-08-25 01:45:00-07:00,0.04850951
2026-08-25 02:00:00-07:00,0.0532372
2026-08-25 02:15:00-07:00,0.049000129999999996
2026-08-25 02:30:00-07:00,0.04786315
2026-08-25 02:45:00-07:00,0.04471077
2026-08-25 03:00:00-07:00,0.05554569
2026-08-25 03:15:00-07:00,0.05509071
2026-08-25 03:30:00-07:00,0.05484567
2026-08-25 03:45:00-07:00,0.05493107
2026-08-25 04:00:00-07:00,0.05082509
2026-08-25 04:15:00-07:00,0.051357080000000006
2026-08-25 04:30:00-07:00,0.05314219
2026-08-25 04:45:00-07:00,0.05268219
2026-08-25 05:00:00-07:00,0.05310501
2026-08-25 05:15:00-07:00,0.05448538
2026-08-25 05:30:00-07:00,0.056541640000000004
2026-08-25 05:45:00-07:00,0.06326954
2026-08-25 06:00:00-07:00,0.049219299999999994
2026-08-25 06:15:00-07:00,0.04985201
2026-08-25 06:30:00-07:00,0.048279850000000006
2026-08-25 06:45:00-07:00,0.045920659999999995
2026-08-25 07:00:00-07:00,0.06140909
2026-08-25 07:15:00-07:00,0.0473065
2026-08-25 07:30:00-07:00,0.0417548
2026-08-25 07:45:00-07:00,0.03866812
2026-08-25 08:00:00-07:00,0.04350509
2026-08-25 08:15:00-07:00,0.03871554
2026-08-25 08:30:00-07:00,0.03815018
2026-08-25 08:45:00-07:00,0.03798558
2026-08-25 09:00:00-07:00,0.04102407
2026-08-25 09:15:00-07:00,0.03833296
2026-08-25 09:30:00-07:00,0.03834259
2026-08-25 09:45:00-07:00,0.036339550000000005
2026-08-25 10:00:00-07:00,0.03847757
2026-08-25 10:15:00-07:00,0.037693649999999995
2026-08-25 10:30:00-07:00,0.03748932
2026-08-25 10:45:00-07:00,0.03813383
2026-08-25 11:00:00-07:00,0.03952823
2026-08-25 11:15:00-07:00,0.038468249999999996
2026-08-25 11:30:00-07:00,0.03848805
2026-08-25 11:45:00-07:00,0.04039691
2026-08-25 12:00:00-07:00,0.042550269999999994
2026-08-25 12:15:00-07:00,0.0439518
2026-08-25 12:30:00-07:00,0.04650897
2026-08-25 12:45:00-07:00,0.05371502
2026-08-25 13:00:00-07:00,0.049297139999999996
2026-08-25 13:15:00-07:00,0.05472753
2026-08-25 13:30:00-07:00,0.05835163
2026-08-25 13:45:00-07:00,0.07525567
2026-08-25 14:00:00-07:00,0.05914658
2026-08-25 14:15:00-07:00,0.07767136999999999
2026-08-25 14:30:00-07:00,0.06986911000000001
2026-08-25 14:45:00-07:00,0.07359607
2026-08-25 15:00:00-07:00,0.0571438
2026-08-25 15:15:00-07:00,0.06743542
2026-08-25 15:30:00-07:00,0.07758956
2026-08-25 15:45:00-07:00,0.08446038
2026-08-25 16:00:00-07:00,0.051817419999999996
2026-08-25 16:15:00-07:00,0.066555
2026-08-25 16:30:00-07:00,0.07544777000000001
2026-08-25 16:45:00-07:00,0.07976299
2026-08-25 17:00:00-07:00,0.06931272
2026-08-25 17:15:00-07:00,0.08384382
2026-08-25 17:30:00-07:00,0.09858737000000001
2026-08-25 17:45:00-07:00,0.10498206
2026-08-25 18:00:00-07:00,0.08861548000000001
2026-08-25 18:15:00-07:00,0.10128089
2026-08-25 18:30:00-07:00,0.13899384
2026-08-25 18:45:00-07:00,0.22268462
2026-08-25 19:00:00-07:00,0.17375824
2026-08-25 19:15:00-07:00,0.12534144
2026-08-25 19:30:00-07:00,0.10837290000000001
2026-08-25 19:45:00-07:00,0.09570433
2026-08-25 20:00:00-07:00,0.08938720000000001
2026-08-25 20:15:00-07:00,0.08585929
2026-08-25 20:30:00-07:00,0.08257217
2026-08-25 20:45:00-07:00,0.07052488999999999
2026-08-25 21:00:00-07:00,0.0819326
2026-08-25 21:15:00-07:00,0.07937616
2026-08-25 21:30:00-07:00,0.0646433
2026-08-25 21:45:00-07:00,0.05911423
2026-08-25 22:00:00-07:00,0.06985912999999999
2026-08-25 22:15:00-07:00,0.07066463
2026-08-25 22:30:00-07:00,0.05558764
2026-08-25 22:45:00-07:00,0.049351660000000006
2026-08-25 23:00:00-07:00,0.07341811
2026-08-25 23:15:00-07:00,0.06287609
2026-08-25 23:30:00-07:00,0.0601408
2026-08-25 23:45:00-07:00,0.046906350000000006
