timestamp,price_per_kWh
2026-08-20 00:00:00-07:00,0.02408605
2026-08-20 00:15:00-07:00,0.02387246
2026-08-20 00:30:00-07:00,0.04779506
2026-08-20 00:45:00-07:00,0.045711390000000005
2026-08-20 01:00:00-07:00,0.053
2026-08-20 01:15:00-07:00,0.051254289999999994
2026-08-20 01:30:00-07:00,0.048
2026-08-20 01:45:00-07:00,0.04529395
2026-08-20 02:00:00-07:00,0.04779506
2026-08-20 02:15:00-07:00,0.04620328
2026-08-20 02:30:00-07:00,0.04426
2026-08-20 02:45:00-07:00,0.042804749999999996
2026-08-20 03:00:00-07:00,0.04648442
2026-08-20 03:15:00-07:00,0.0462003
2026-08-20 03:30:00-07:00,0.04616509
2026-08-20 03:45:00-07:00,0.04636504
2026-08-20 04:00:00-07:00,0.04637364
2026-08-20 04:15:00-07:00,0.08496098
2026-08-20 04:30:00-07:00,0.09386955000000001
2026-08-20 04:45:00-07:00,0.11067554
2026-08-20 05:00:00-07:00,0.0758286
2026-08-20 05:15:00-07:00,0.04349897
2026-08-20 05:30:00-07:00,0.045459229999999996
2026-08-20 05:45:00-07:00,0.04728567
2026-08-20 06:00:00-07:00,0.046562519999999996
2026-08-20 06:15:00-07:00,0.047066699999999996
2026-08-20 06:30:00-07:00,0.04576321
2026-08-20 06:45:00-07:00,0.04439195
2026-08-20 07:00:00-07:00,0.04436872
2026-08-20 07:15:00-07:00,0.04068384
2026-08-20 07:30:00-07:00,0.04102906
2026-08-20 07:45:00-07:00,0.033429049999999995
2026-08-20 08:00:00-07:00,0.037651420000000005
2026-08-20 08:15:00-07:00,0.03565723
2026-08-20 08:30:00-07:00,0.03271186
2026-08-20 08:45:00-07:00,0.031578379999999996
2026-08-20 09:00:00-07:00,0.034184019999999996
2026-08-20 09:15:00-07:00,0.03283507
2026-08-20 09:30:00-07:00,0.03323653
2026-08-20 09:45:00-07:00,0.03178702
2026-08-20 10:00:00-07:00,0.037080100000000005
2026-08-20 10:15:00-07:00,0.03519208
2026-08-20 10:30:00-07:00,0.03469688
2026-08-20 10:45:00-07:00,0.034622509999999995
2026-08-20 11:00:00-07:00,0.03488292
2026-08-20 11:15:00-07:00,0.03429197
2026-08-20 11:30:00-07:00,0.03466995
2026-08-20 11:45:00-07:00,0.03607447
2026-08-20 12:00:00-07:00,0.03798337
2026-08-20 12:15:00-07:00,0.03836522
2026-08-20 12:30:00-07:00,0.03720652
2026-08-20 12:45:00-07:00,0.03725539
2026-08-20 13:00:00-07:00,0.03817508
2026-08-20 13:15:00-07:00,0.04715175
2026-08-20 13:30:00-07:00,0.04084514
2026-08-20 13:45:00-07:00,0.043109430000000004
2026-08-20 14:00:00-07:00,0.03387660000000001
2026-08-20 14:15:00-07:00,0.03531378
2026-08-20 14:30:00-07:00,0.036336799999999995
2026-08-20 14:45:00-07:00,0.03886215
2026-08-20 15:00:00-07:00,0.03596219
2026-08-20 15:15:00-07:00,0.0372804
2026-08-20 15:30:00-07:00,0.04615532000000001
2026-08-20 15:45:00-07:00,0.058267139999999995
2026-08-20 16:00:00-07:00,0.04674765
2026-08-20 16:15:00-07:00,0.04491098
2026-08-20 16:30:00-07:00,0.05267664
2026-08-20 16:45:00-07:00,0.05979985
2026-08-20 17:00:00-07:00,0.049413559999999995
2026-08-20 17:15:00-07:00,0.05832558
2026-08-20 17:30:00-07:00,0.09683854
2026-08-20 17:45:00-07:00,0.08151377
2026-08-20 18:00:00-07:00,0.07181091
2026-08-20 18:15:00-07:00,0.08775103
2026-08-20 18:30:00-07:00,0.09326736
2026-08-20 18:45:00-07:00,0.11379173000000001
2026-08-20 19:00:00-07:00,0.1031058
2026-08-20 19:15:00-07:00,0.09536537
2026-08-20 19:30:00-07:00,0.09230204
2026-08-20 19:45:00-07:00,0.0789096
2026-08-20 20:00:00-07:00,0.08494556
2026-08-20 20:15:00-07:00,0.07805609
2026-08-20 20:30:00-07:00,0.07197006
2026-08-20 20:45:00-07:00,0.06523981000000001
2026-08-20 21:00:00-07:00,0.07163294
2026-08-20 21:15:00-07:00,0.06975213
2026-08-20 21:30:00-07:00,0.0639921
2026-08-20 21:45:00-07:00,0.058320189999999994
2026-08-20 22:00:00-07:00,0.06744812
2026-08-20 22:15:00-07:00,0.06335172
2026-08-20 22:30:00-07:00,0.050247459999999994
2026-08-20 22:45:00-07:00,0.04276727
2026-08-20 23:00:00-07:00,0.05734222
2026-08-20 23:15:00-07:00,0.046791469999999995
2026-08-20 23:30:00-07:00,0.04410371
2026-08-20 23:45:00-07:00,0.03899375
